timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1523695445.599924,-0.641566,-0.042305,2.375409,-0.067368,-0.002662,0.071185,-0.597914,0.042293,-0.800441,0.039687,-0.044612,-0.089284,-28.307632,-18.083578,-4.296204,,,,,,,
,,,,,,,,,,,,,,,,25.301137,51.444073,15.307583,2.090000,1.054688,1523695444.996032,
1523695445.629892,-0.641960,-0.044925,2.375685,-0.054611,-0.043929,0.043522,-0.598161,0.044910,-0.800114,0.052095,-0.036213,-0.088466,-28.307465,-18.158422,-4.145874,,,,,,,
1523695445.659861,-0.644623,-0.044989,2.376042,0.036161,-0.098000,-0.006433,-0.600288,0.044974,-0.798516,0.067543,-0.028281,-0.015357,-28.008255,-18.459402,-3.769531,,,,,,,
1523695445.689829,-0.646105,-0.043362,2.376428,0.026778,-0.063850,-0.022467,-0.601514,0.043348,-0.797683,0.060315,-0.030058,0.009094,-28.464386,-18.757864,-4.293579,,,,,,,
1523695445.719797,-0.646508,-0.042331,2.376257,0.043112,0.004118,-0.023583,-0.601862,0.042318,-0.797476,0.066355,-0.070654,0.033255,-27.938934,-18.760168,-4.218262,,,,,,,
1523695445.749765,-0.645663,-0.038028,2.376444,0.137659,0.015230,-0.126878,-0.601292,0.038019,-0.798122,0.007206,-0.094080,-0.022267,-27.638504,-18.761435,-4.143127,,,,,,,
1523695445.779734,-0.642574,-0.033203,2.373697,-0.009783,0.170023,-0.177220,-0.598927,0.033197,-0.800113,0.000294,-0.032846,-0.092007,-28.091629,-19.209173,-3.916565,,,,,,,
1523695445.809702,-0.638462,-0.032446,2.367529,-0.159752,0.077846,-0.162322,-0.595647,0.032440,-0.802589,0.036610,0.050140,-0.092187,-27.492981,-19.212088,-4.141235,,,,,,,
1523695445.839670,-0.637425,-0.033195,2.361900,-0.108083,0.022973,-0.084440,-0.594799,0.033189,-0.803187,0.063595,0.130370,-0.052999,-27.049149,-19.514608,-4.664856,,,,,,,
1523695445.869638,-0.637026,-0.033452,2.360756,0.014115,0.024001,0.028596,-0.594474,0.033445,-0.803417,0.061683,0.146059,-0.007206,-27.948196,-19.735037,-4.139404,,,,,,,
1523695445.899607,-0.634567,-0.033605,2.362784,0.042930,0.060895,0.061606,-0.592493,0.033598,-0.804873,0.044199,0.062318,-0.027906,-27.573380,-19.661871,-4.289490,,,,,,,
1523695445.929575,-0.632251,-0.035110,2.364708,-0.012523,0.083280,0.070074,-0.590597,0.035103,-0.806201,0.049429,-0.033181,-0.028501,-27.495834,-19.362295,-4.365601,,,,,,,
1523695445.959574,-0.629139,-0.038078,2.364919,-0.084818,0.105036,0.026297,-0.588021,0.038069,-0.807947,0.041543,-0.094877,-0.024207,-27.720093,-19.286291,-4.366028,,,,,,,
