timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1523695497.685509,-0.592803,0.031136,1.280643,0.377743,0.104323,-0.640388,-0.558417,-0.031131,-0.828976,-0.026270,0.257129,0.084820,-0.790451,-23.175222,-22.112061,,,,,,,
,,,,,,,,,,,,,,,,25.299899,51.441017,14.018826,5.900000,282.656250,1523695496.995415,
1523695497.715478,-0.594339,0.027943,1.269679,-0.851440,-0.013866,0.132392,-0.559743,-0.027939,-0.828195,-0.156413,0.018738,-0.004157,-0.726990,-23.926184,-22.783997,,,,,,,
1523695497.745446,-0.583710,-0.025580,1.249780,-2.531050,0.755123,0.623714,-0.550943,0.025577,-0.834151,-0.249976,-0.081394,-0.017076,-1.412582,-24.673620,-23.306396,,,,,,,
1523695497.775414,-0.546292,-0.115302,1.225194,-3.002038,1.424013,1.022256,-0.516073,0.115047,-0.848783,-0.109446,0.050877,-0.413210,-1.518951,-25.876364,-26.526611,,,,,,,
1523695497.805382,-0.517542,-0.182435,1.213601,-1.186987,0.669235,0.575785,-0.486535,0.181425,-0.854616,-0.274741,0.114809,-0.343687,-2.651245,-26.246862,-27.125732,,,,,,,
1523695497.835351,-0.501222,-0.178010,1.223735,1.156592,0.442412,-0.034919,-0.472905,0.177072,-0.863138,-0.183498,-0.017053,-0.417472,-2.504257,-26.322897,-27.500366,,,,,,,
1523695497.865319,-0.495072,-0.132721,1.236236,1.502429,-0.165880,-0.543373,-0.470917,0.132332,-0.872196,-0.004807,-0.105049,-0.282010,-1.064163,-25.802725,-25.851685,,,,,,,
1523695497.895287,-0.502661,-0.092353,1.235974,0.979814,-0.159631,-0.642863,-0.479706,0.092222,-0.872569,0.005417,-0.153898,0.039851,-1.507385,-25.574987,-25.102783,,,,,,,
1523695497.925255,-0.500700,-0.065440,1.233932,0.535928,0.230507,-0.356959,-0.479012,0.065393,-0.875369,-0.011252,-0.206705,0.028628,-0.079453,-25.506033,-24.727356,,,,,,,
1523695497.955224,-0.487313,-0.064365,1.231563,-0.425929,0.566436,0.115081,-0.467283,0.064320,-0.881765,-0.060213,-0.206883,-0.099101,0.150330,-25.206778,-24.428467,,,,,,,
1523695497.985192,-0.470305,-0.091600,1.227990,-1.052133,0.519325,0.386382,-0.451259,0.091472,-0.887693,-0.090337,-0.168971,-0.166491,-1.136002,-25.801886,-25.326721,,,,,,,
1523695498.015160,-0.464258,-0.117329,1.225265,-0.508065,-0.017412,0.211510,-0.444681,0.117060,-0.888007,-0.097571,-0.099345,-0.194574,-0.915680,-25.953390,-25.851013,,,,,,,
1523695498.045128,-0.469764,-0.121934,1.224960,0.021801,-0.253857,-0.049978,-0.449315,0.121632,-0.885055,-0.075115,0.032375,-0.195634,-0.531998,-25.354681,-25.403198,,,,,,,
,,,,,,,,,,,,,,,,25.299941,51.440986,13.990597,5.770000,288.984375,1523695497.995404,
1523695498.075097,-0.481627,-0.119251,1.219922,-0.056196,-0.529416,-0.276714,-0.459932,0.118969,-0.879948,0.006166,0.128300,-0.149440,-1.055161,-25.127401,-25.479370,,,,,,,
1523695498.105065,-0.505710,-0.119953,1.210888,-0.183137,-0.848643,-0.166747,-0.480948,0.119665,-0.868544,0.065069,0.125559,0.113738,0.069183,-24.833059,-26.079956,,,,,,,
1523695498.135033,-0.525860,-0.118856,1.210356,0.221909,-0.534347,0.027159,-0.498415,0.118577,-0.858791,0.112292,0.023284,0.293483,-0.221359,-24.380926,-25.256958,,,,,,,
1523695498.165002,-0.535728,-0.109650,1.220118,0.516141,-0.226893,0.174113,-0.507401,0.109430,-0.854733,0.087357,-0.118295,0.293866,-0.828690,-24.529165,-26.231628,,,,,,,
1523695498.194970,-0.535438,-0.098004,1.232365,0.548806,0.099540,0.131194,-0.507770,0.097847,-0.855918,0.109561,-0.210884,0.285560,-1.426590,-24.226629,-26.383179,,,,,,,
1523695498.224938,-0.524191,-0.088053,1.241845,0.309394,0.477592,0.097607,-0.498573,0.087939,-0.862375,0.090675,-0.186846,0.126169,-0.671967,-24.079504,-25.858398,,,,,,,
1523695498.254906,-0.514507,-0.085139,1.245595,0.060206,0.085455,0.041333,-0.490323,0.085036,-0.867382,0.048093,-0.170836,0.051724,-1.121933,-24.302099,-25.482727,,,,,,,
1523695498.284875,-0.517457,-0.086062,1.246422,-0.076599,-0.173556,0.051087,-0.492840,0.085956,-0.865864,0.046597,-0.223209,0.015507,-1.201569,-24.676886,-25.631287,,,,,,,
1523695498.314843,-0.528577,-0.090067,1.241973,-0.254556,-0.488467,-0.286499,-0.502261,0.089945,-0.860025,-0.285810,0.155416,0.238916,-1.352020,-24.676291,-25.706299,,,,,,,
1523695498.344811,-0.531153,-0.080363,1.215147,0.133731,0.415083,-1.077744,-0.504893,0.080277,-0.859441,0.187450,0.003677,-0.002391,-0.679581,-24.979239,-25.629822,,,,,,,
1523695498.374779,-0.528376,-0.045750,1.200630,0.999011,-0.334684,-0.993226,-0.503604,0.045734,-0.862723,0.149844,0.407025,-0.099283,1.131454,-24.686041,-24.280029,,,,,,,
1523695498.404742,-0.555138,-0.004788,1.192327,0.994994,-1.076195,-0.865693,-0.527055,0.004788,-0.849818,-0.049056,0.570942,0.054743,1.738007,-24.388174,-23.680969,,,,,,,
1523695498.434710,-0.577832,0.015980,1.186519,-0.102600,-0.367980,-0.248146,-0.546140,-0.015979,-0.837542,-0.043948,0.260425,0.104983,1.366318,-24.236197,-23.381775,,,,,,,
1523695498.464678,-0.566377,-0.013801,1.169945,-1.782252,0.841120,0.218212,-0.536528,0.013801,-0.843770,-0.084536,0.217599,0.061284,1.583237,-24.687765,-23.979797,,,,,,,
1523695498.494646,-0.542049,-0.069870,1.144746,-1.874735,0.702094,0.225744,-0.514634,0.069813,-0.854563,-0.026336,0.123546,-0.050558,1.879013,-24.614935,-24.804993,,,,,,,
1523695498.524615,-0.534813,-0.094570,1.130753,-0.179795,-0.079504,-0.141941,-0.507403,0.094429,-0.856520,-0.108106,0.034248,-0.182665,1.868362,-25.140783,-25.702820,,,,,,,
1523695498.554613,-0.545517,-0.071449,1.130889,1.081960,-0.385699,-0.565841,-0.517536,0.071388,-0.852678,-0.157772,-0.169380,-0.125044,1.867920,-25.365469,-25.401978,,,,,,,
1523695498.584582,-0.547353,-0.033418,1.132054,0.957512,0.153588,-0.599507,-0.520138,0.033412,-0.853428,-0.055423,-0.333400,-0.101726,2.851578,-25.218695,-24.202026,,,,,,,
1523695498.614550,-0.543667,-0.011364,1.129074,0.283533,-0.024369,-0.289756,-0.517244,0.011364,-0.855762,-0.108091,-0.326733,-0.019253,2.930634,-24.769140,-24.278809,,,,,,,
1523695498.644518,-0.547861,-0.020151,1.125719,-0.741136,-0.011957,0.275255,-0.520757,0.020150,-0.853467,-0.070735,-0.293374,0.049146,3.829361,-24.623632,-24.728943,,,,,,,
1523695498.674486,-0.538628,-0.054765,1.120182,-1.189474,0.503992,0.501365,-0.512189,0.054738,-0.857126,-0.024706,-0.248738,0.012263,2.924774,-24.770086,-25.253845,,,,,,,
1523695498.704455,-0.524734,-0.086052,1.115497,-0.746837,0.399175,0.290821,-0.499129,0.085946,-0.862255,-0.049241,-0.130654,-0.090245,2.090775,-24.992453,-26.378357,,,,,,,
1523695498.734423,-0.518102,-0.094560,1.112324,-0.003759,0.155782,-0.117536,-0.493019,0.094419,-0.864880,-0.004646,0.070651,-0.067692,2.692703,-24.845083,-26.303650,,,,,,,
1523695498.764391,-0.513446,-0.086220,1.109636,0.277175,0.061288,-0.226989,-0.489357,0.086113,-0.867821,-0.011558,0.113670,-0.061302,2.393616,-24.843588,-26.153748,,,,,,,
1523695498.794360,-0.519533,-0.076497,1.109198,0.244116,-0.295264,-0.132888,-0.495023,0.076423,-0.865513,-0.024188,0.018075,0.033542,2.842255,-25.070456,-26.002686,,,,,,,
1523695498.824328,-0.524612,-0.074139,1.109257,-0.077021,-0.064959,0.021143,-0.499501,0.074072,-0.863141,0.045277,-0.036901,0.031094,2.770096,-24.695288,-26.154175,,,,,,,
