timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
,,,,,,,,,,,,,,,,25.306158,51.445662,10.999999,-1.000000,-1.000000,1522139352.930785,
1522139719.923414,-0.043296,-0.015010,1.333087,-0.013526,0.000348,0.001081,-0.043277,0.015010,-0.998950,0.025989,-0.039332,-0.011563,2.531616,-12.828308,-2.623779,,,,,,,
1522139719.953383,-0.042566,-0.015132,1.333213,-0.005879,0.035386,-0.000003,-0.042549,0.015132,-0.998980,0.036262,-0.034358,0.030688,-0.981079,-12.361237,-1.352356,,,,,,,
1522139719.983351,-0.041355,-0.015037,1.333330,-0.010974,0.092772,0.002062,-0.041339,0.015036,-0.999032,-0.023480,-0.082846,-0.134986,-5.016052,-12.115982,0.744629,,,,,,,
1522139720.013319,-0.039911,-0.014988,1.333321,0.003774,0.042850,-0.004279,-0.039896,0.014987,-0.999091,-0.019628,-0.060230,-0.076821,-10.907593,-12.009079,6.141296,,,,,,,
1522139720.043287,-0.038753,-0.014476,1.333190,0.009026,0.018407,-0.007439,-0.038739,0.014475,-0.999144,0.036237,-0.057368,0.060363,-13.373444,-13.119598,9.519470,,,,,,,
1522139720.073256,-0.037710,-0.013981,1.333086,0.006839,0.013061,-0.002107,-0.037697,0.013981,-0.999191,0.094658,0.003125,0.052918,-13.647964,-14.761383,16.500854,,,,,,,
1522139720.103224,-0.036954,-0.013575,1.332864,0.000514,0.025874,-0.007458,-0.036942,0.013574,-0.999225,0.044831,-0.089166,-0.018856,-12.816483,-15.962036,19.581055,,,,,,,
1522139720.133192,-0.036683,-0.013988,1.332760,-0.031685,-0.008090,-0.003178,-0.036672,0.013988,-0.999229,0.080769,-0.066157,-0.032448,-8.461044,-17.627960,23.264893,,,,,,,
1522139720.163160,-0.036810,-0.014332,1.332604,0.002475,-0.011328,-0.006355,-0.036798,0.014332,-0.999220,0.053583,-0.059925,-0.010240,-6.215912,-18.387604,23.719055,,,,,,,
1522139720.193129,-0.037374,-0.014305,1.332426,-0.035008,-0.033559,-0.004233,-0.037361,0.014305,-0.999199,-0.001701,-0.043235,0.018838,-0.523605,-19.837097,24.852722,,,,,,,
1522139720.223097,-0.037706,-0.015071,1.332293,-0.020011,-0.018758,0.000031,-0.037693,0.015070,-0.999176,-0.006329,-0.052943,-0.104981,1.873154,-20.297653,25.080750,,,,,,,
1522139720.253065,-0.038554,-0.014810,1.332151,-0.000783,-0.017736,-0.001021,-0.038541,0.014809,-0.999147,0.002927,-0.040139,-0.112959,6.822205,-20.394928,25.083618,,,,,,,
1522139720.283033,-0.038801,-0.015317,1.332181,-0.014642,-0.006043,0.004280,-0.038787,0.015316,-0.999130,0.054381,-0.010403,-0.031006,8.318100,-20.626953,24.785278,,,,,,,
1522139720.313002,-0.038707,-0.015024,1.332177,0.015226,-0.024122,-0.005265,-0.038693,0.015024,-0.999138,0.064785,-0.054971,0.098763,11.017944,-19.965225,23.658997,,,,,,,
1522139720.342970,-0.038528,-0.015074,1.332123,-0.015659,-0.004937,-0.003173,-0.038514,0.015073,-0.999144,0.108079,-0.104566,-0.006196,15.818558,-17.740433,20.052490,,,,,,,
1522139720.372938,-0.037880,-0.015540,1.332207,-0.022907,0.050310,0.001026,-0.037867,0.015539,-0.999162,-0.000463,0.006296,-0.140975,16.117310,-16.693741,18.098450,,,,,,,
1522139720.402876,-0.037470,-0.015168,1.332229,0.028158,0.002410,-0.005281,-0.037457,0.015168,-0.999183,0.072125,-0.021439,0.092826,15.302170,-14.217545,15.613159,,,,,,,
1522139720.432844,-0.036244,-0.014509,1.332143,0.001625,0.045989,0.002115,-0.036233,0.014508,-0.999238,0.010552,-0.068662,-0.041533,13.136963,-13.232803,15.608154,,,,,,,
1522139720.462813,-0.035201,-0.014255,1.332003,0.017391,-0.012451,-0.002085,-0.035190,0.014254,-0.999279,-0.035840,-0.015978,-0.002537,12.703964,-12.928543,17.931702,,,,,,,
1522139720.492781,-0.033825,-0.013817,1.331864,0.016648,0.058740,-0.002153,-0.033815,0.013817,-0.999333,-0.005278,-0.068413,0.034489,13.685516,-13.081604,19.282837,,,,,,,
1522139720.522749,-0.032300,-0.013334,1.331780,0.013318,0.029000,-0.003189,-0.032292,0.013333,-0.999390,0.002675,0.023272,0.014725,18.499268,-12.427063,20.482605,,,,,,,
1522139720.552717,-0.031051,-0.012625,1.331601,0.018647,0.020520,-0.008503,-0.031044,0.012625,-0.999438,0.099220,-0.074072,0.027148,21.499283,-12.290787,20.258545,,,,,,,
1522139720.582686,-0.030114,-0.012407,1.331412,-0.003843,0.007812,-0.006377,-0.030107,0.012407,-0.999470,0.052583,-0.079149,0.058765,28.026779,-9.923691,16.727356,,,,,,,
1522139720.612654,-0.029014,-0.012554,1.331375,-0.005850,0.037580,-0.006415,-0.029008,0.012554,-0.999500,0.008683,-0.019619,-0.100063,32.002747,-8.294144,14.172791,,,,,,,
1522139720.642622,-0.028470,-0.012202,1.331261,0.005806,0.010984,-0.009559,-0.028464,0.012202,-0.999520,0.011237,-0.039302,-0.001365,33.950729,-4.933838,8.235413,,,,,,,
1522139720.672590,-0.028135,-0.012087,1.331102,-0.008194,-0.009174,-0.006367,-0.028129,0.012087,-0.999531,0.001319,-0.042910,0.021458,34.329819,-3.212738,6.053711,,,,,,,
