timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1523695623.346636,-0.688534,-0.033047,-1.067667,-0.179945,-0.013165,-0.055699,-0.635059,0.033041,-0.771756,-0.034207,0.025843,0.081830,4.908981,25.842325,-28.905273,,,,,,,
,,,,,,,,,,,,,,,,25.305232,51.439207,12.658138,5.820000,63.984375,1523695622.999070,
1523695623.376604,-0.686068,-0.035451,-1.070074,-0.110103,0.187927,0.033657,-0.633102,0.035443,-0.773256,-0.063325,-0.002637,0.041521,5.587830,26.139414,-28.756165,,,,,,,
1523695623.406573,-0.679134,-0.039919,-1.070845,-0.113427,0.223682,0.087961,-0.627619,0.039909,-0.777497,-0.115790,-0.080802,-0.059798,4.912735,25.768061,-28.154968,,,,,,,
1523695623.436541,-0.673002,-0.042714,-1.070685,-0.025822,0.153845,0.015636,-0.622768,0.042701,-0.781241,-0.067494,-0.113502,-0.130396,4.839523,25.993311,-28.230896,,,,,,,
1523695623.466509,-0.676295,-0.039875,-1.071124,0.100140,-0.223939,-0.101097,-0.625410,0.039865,-0.779277,0.039945,-0.034494,0.039638,4.169357,26.296625,-27.932434,,,,,,,
1523695623.496463,-0.683602,-0.036097,-1.073089,-0.002192,-0.212885,-0.124632,-0.631179,0.036089,-0.774797,0.017653,0.030638,0.183504,4.467972,26.295053,-28.157288,,,,,,,
1523695623.526432,-0.686446,-0.035182,-1.076860,-0.090750,0.055001,-0.108984,-0.633400,0.035175,-0.773024,-0.032020,0.015850,0.167174,4.313782,26.145304,-28.606750,,,,,,,
1523695623.556400,-0.678667,-0.035395,-1.080017,-0.064051,0.345766,-0.063437,-0.627363,0.035387,-0.777923,-0.081378,-0.038332,-0.008073,4.989517,26.217264,-28.606750,,,,,,,
1523695623.586368,-0.670647,-0.036454,-1.082381,-0.098221,0.136319,-0.036604,-0.621080,0.036446,-0.782899,-0.079817,-0.027611,-0.102462,4.909286,25.692621,-28.604675,,,,,,,
1523695623.616337,-0.672366,-0.038915,-1.084649,-0.115569,-0.133687,-0.015038,-0.622367,0.038905,-0.781758,-0.040703,0.000341,0.025395,4.535950,25.769449,-28.455200,,,,,,,
1523695623.646305,-0.672272,-0.041240,-1.085599,-0.064482,0.123015,0.031620,-0.622235,0.041228,-0.781744,-0.048205,-0.009734,0.030004,5.891418,26.138651,-28.155945,,,,,,,
1523695623.676273,-0.666701,-0.043048,-1.085724,-0.066248,0.201703,0.026202,-0.617824,0.043034,-0.785138,-0.084263,-0.042226,-0.089267,4.541199,25.845179,-27.705505,,,,,,,
1523695623.706241,-0.662493,-0.045919,-1.087393,-0.137474,0.024463,0.019939,-0.614436,0.045903,-0.787630,-0.045537,-0.048909,-0.116469,3.867126,26.072992,-27.931702,,,,,,,
1523695623.736210,-0.667853,-0.049042,-1.089824,-0.113939,-0.243129,-0.014936,-0.618557,0.049022,-0.784209,0.008892,-0.014339,0.073562,4.085205,25.696482,-28.455139,,,,,,,
1523695623.766178,-0.675962,-0.050263,-1.091497,-0.030761,-0.268867,-0.013766,-0.624858,0.050241,-0.779120,0.020457,-0.020609,0.189002,3.709030,25.398478,-28.154053,,,,,,,
1523695623.796177,-0.679727,-0.049525,-1.091670,0.057037,0.013669,-0.025720,-0.627810,0.049504,-0.776791,0.019716,-0.050221,0.181317,4.235382,25.396341,-27.928833,,,,,,,
1523695623.826145,-0.674758,-0.047245,-1.091843,0.027386,0.251038,-0.072867,-0.624011,0.047227,-0.779987,-0.042538,-0.086580,0.050571,5.069168,25.918177,-27.330505,,,,,,,
1523695623.856113,-0.668152,-0.046174,-1.095077,-0.077313,0.170899,-0.126129,-0.618876,0.046158,-0.784131,-0.042760,-0.050232,-0.053989,4.394211,25.696589,-26.954956,,,,,,,
1523695623.886081,-0.665649,-0.046594,-1.100544,-0.146042,0.106134,-0.108009,-0.616899,0.046578,-0.785663,-0.076796,0.002571,-0.061368,3.647827,25.925180,-26.731201,,,,,,,
1523695623.916050,-0.662710,-0.048609,-1.104943,-0.116519,0.104528,-0.039798,-0.614529,0.048589,-0.787396,-0.099277,0.015391,-0.096820,4.473541,25.996454,-26.731079,,,,,,,
