timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1523522755.827150,-0.759419,-0.057642,1.635632,-0.294663,0.487233,0.042382,-0.687357,0.057611,-0.724031,0.090235,-0.088021,-0.029326,-10.457199,-28.155369,-8.503540,,,,,,,
1523522755.857118,-0.747402,-0.060815,1.631407,-0.098584,0.269720,-0.073394,-0.678479,0.060778,-0.732101,0.095166,-0.023089,-0.128250,-10.078766,-28.081638,-8.053650,,,,,,,
1523522755.887086,-0.745220,-0.059122,1.627498,-0.071788,-0.017855,-0.138086,-0.676948,0.059088,-0.733655,0.049904,0.006876,-0.121509,-10.755066,-28.078815,-8.279053,,,,,,,
1523522755.917085,-0.747483,-0.057980,1.622586,-0.109660,-0.090258,-0.103943,-0.678653,0.057947,-0.732170,0.054919,0.079611,-0.059014,-9.931442,-28.307362,-8.127686,,,,,,,
,,,,,,,,,,,,,,,,25.318708,51.459253,12.327908,5.810000,248.906250,1523522754.997939,
1523522755.947053,-0.746509,-0.060160,1.620422,-0.088520,0.060413,0.069612,-0.677851,0.060124,-0.732736,0.057612,0.054424,-0.042471,-9.705582,-27.858982,-8.729431,,,,,,,
1523522755.977022,-0.742597,-0.063916,1.623358,0.007055,0.100673,0.203901,-0.674823,0.063872,-0.735211,0.083362,-0.019713,-0.058750,-10.828873,-27.778782,-8.580261,,,,,,,
1523522756.006990,-0.738135,-0.068519,1.629245,0.021797,0.122589,0.258216,-0.671331,0.068465,-0.737989,0.098638,-0.032805,-0.076815,-11.209549,-28.302143,-8.653381,,,,,,,
1523522756.036958,-0.734349,-0.074664,1.635266,-0.030859,0.056752,0.268908,-0.668237,0.074595,-0.740199,0.116358,-0.046213,-0.077550,-11.358658,-28.076710,-8.879333,,,,,,,
,,,,,,,,,,,,,,,,25.318695,51.459209,12.507473,5.160000,266.484375,1523522755.997926,
1523522756.066926,-0.730378,-0.079295,1.639502,-0.022516,0.132888,0.167611,-0.665055,0.079212,-0.742582,0.159821,-0.124515,-0.128909,-11.507309,-27.851185,-9.030334,,,,,,,
1523522756.096895,-0.723440,-0.081664,1.641465,-0.058933,0.216669,0.054541,-0.659761,0.081573,-0.747035,0.141053,-0.129822,-0.186589,-11.353729,-27.402027,-9.182007,,,,,,,
1523522756.126863,-0.717269,-0.085632,1.638113,-0.289575,0.136920,-0.008410,-0.654920,0.085528,-0.750843,0.137235,-0.076647,-0.169629,-12.558914,-27.696980,-9.556458,,,,,,,
1523522756.156831,-0.713336,-0.093237,1.631003,-0.388064,0.111434,0.022452,-0.651518,0.093102,-0.752899,0.136091,-0.035195,-0.173981,-12.036346,-27.624866,-10.081482,,,,,,,
1523522756.186800,-0.709769,-0.101032,1.626044,-0.252798,0.092741,0.066245,-0.648336,0.100860,-0.754644,0.134771,-0.028274,-0.187815,-11.585022,-27.626667,-9.856262,,,,,,,
1523522756.216768,-0.707610,-0.105118,1.624710,-0.068260,0.029721,0.046208,-0.646432,0.104925,-0.755723,0.147942,-0.003088,-0.203460,-11.135635,-27.553898,-10.081299,,,,,,,
1523522756.246736,-0.706990,-0.105356,1.625628,0.054820,0.054121,0.008977,-0.645946,0.105161,-0.756105,0.153377,0.027926,-0.164153,-12.035446,-27.624714,-9.931458,,,,,,,
