timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1523696157.099434,-0.540155,-0.058001,-1.610933,0.077173,0.196921,-0.078235,-0.513404,0.057968,-0.856187,0.222220,0.096207,-0.064910,6.766205,26.469379,10.910645,,,,,,,
1523696157.129402,-0.531209,-0.055674,-1.613001,0.000926,0.264491,-0.140162,-0.505792,0.055646,-0.860859,0.137048,0.051196,-0.220897,6.844345,26.469547,11.435730,,,,,,,
,,,,,,,,,,,,,,,,25.320195,51.452837,16.454702,14.790000,89.648438,1523696155.998300,
1523696157.159370,-0.527771,-0.055704,-1.618327,-0.051616,-0.067699,-0.179292,-0.502828,0.055675,-0.862592,0.202276,0.082570,-0.178729,6.473114,26.621586,11.809937,,,,,,,
,,,,,,,,,,,,,,,,25.320191,51.452972,16.290778,13.770000,91.406250,1523696156.998288,
1523696157.189339,-0.530905,-0.054264,-1.623503,-0.039912,-0.076215,-0.180345,-0.505569,0.054238,-0.861080,0.213577,0.116508,-0.117131,5.359695,27.601902,12.105408,,,,,,,
1523696157.219307,-0.530724,-0.053526,-1.627495,-0.054961,-0.016134,-0.106888,-0.505433,0.053501,-0.861206,0.209672,0.162640,-0.098481,5.140717,27.978260,12.478821,,,,,,,
1523696157.249275,-0.527994,-0.053951,-1.630630,-0.045907,0.153528,-0.059105,-0.503068,0.053925,-0.862563,0.236375,0.180771,-0.147371,4.999222,29.103443,12.024231,,,,,,,
1523696157.279243,-0.524990,-0.054048,-1.632255,-0.024986,0.061005,-0.055799,-0.500472,0.054021,-0.864065,0.202666,0.134943,-0.127618,4.925278,29.029072,12.324463,,,,,,,
1523696157.309212,-0.521364,-0.053077,-1.634562,0.005518,0.133544,-0.108053,-0.497362,0.053052,-0.865919,0.203417,0.088931,-0.149187,5.975220,29.248966,11.949097,,,,,,,
1523696157.339180,-0.515814,-0.052382,-1.637997,-0.051756,0.189125,-0.133727,-0.492567,0.052358,-0.868698,0.177580,0.041254,-0.179260,5.528839,29.700825,11.797119,,,,,,,
1523696157.369148,-0.512041,-0.053327,-1.643112,-0.145170,0.074592,-0.132619,-0.489261,0.053301,-0.870507,0.185824,0.053647,-0.209571,6.129410,29.847980,11.646790,,,,,,,
1523696157.399116,-0.512384,-0.055292,-1.648947,-0.156235,-0.023063,-0.143186,-0.489507,0.055264,-0.870246,0.176076,0.116138,-0.187478,6.366821,30.822346,12.093018,,,,,,,
1523696157.429085,-0.513840,-0.055817,-1.654075,-0.055061,-0.060629,-0.126022,-0.490759,0.055788,-0.869507,0.234945,0.146193,-0.148925,7.565277,30.666965,12.094238,,,,,,,
1523696157.459053,-0.513638,-0.054761,-1.657234,-0.003222,0.109017,-0.092055,-0.490613,0.054734,-0.869657,0.231778,0.144408,-0.135500,6.816345,31.044880,11.642334,,,,,,,
1523696157.489021,-0.510968,-0.053863,-1.660106,-0.045064,0.039137,-0.113325,-0.488313,0.053837,-0.871006,0.216752,0.119594,-0.173931,5.837189,30.898838,11.192444,,,,,,,
1523696157.518990,-0.510939,-0.054438,-1.664664,-0.118852,0.000078,-0.123995,-0.488272,0.054411,-0.870993,0.217673,0.107256,-0.183679,6.055740,30.297779,11.119934,,,,,,,
1523696157.548958,-0.510755,-0.055848,-1.670746,-0.124948,0.016368,-0.170905,-0.488074,0.055819,-0.871015,0.214072,0.114256,-0.213259,6.274460,29.621876,11.197754,,,,,,,
1523696157.578926,-0.513447,-0.055169,-1.677063,-0.050667,-0.113310,-0.193086,-0.490436,0.055141,-0.869731,0.237521,0.133015,-0.136281,7.033112,30.218906,11.645752,,,,,,,
1523696157.608894,-0.517005,-0.052716,-1.682625,0.002920,-0.093093,-0.215446,-0.493592,0.052692,-0.868096,0.263032,0.134793,-0.109413,5.756683,29.850025,12.021606,,,,,,,
1523696157.638863,-0.519011,-0.048778,-1.687889,0.024630,-0.039860,-0.237859,-0.495432,0.048759,-0.867277,0.229517,0.162896,-0.110948,6.056656,30.073307,11.645874,,,,,,,
1523696157.668831,-0.518028,-0.045390,-1.694731,-0.060290,0.055003,-0.249736,-0.494658,0.045374,-0.867902,0.240416,0.175802,-0.199694,6.210678,30.522541,11.569153,,,,,,,
1523696157.698799,-0.519377,-0.045752,-1.703446,-0.212536,-0.074333,-0.239062,-0.495820,0.045736,-0.867220,0.231034,0.187143,-0.145963,5.161636,30.527409,11.718628,,,,,,,
