timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1523523783.696779,-0.781593,-0.096357,-1.272448,0.012219,-0.049202,-0.095351,-0.701143,0.096208,-0.706499,0.006136,0.089186,0.009066,-1.013428,25.892952,-9.337280,,,,,,,
1523523783.726748,-0.780622,-0.096139,-1.272827,-0.006211,0.031837,0.024945,-0.700472,0.095991,-0.707194,0.003954,0.082385,0.005595,-0.860306,26.117424,-9.188110,,,,,,,
,,,,,,,,,,,,,,,,25.321085,51.458323,19.101931,18.629999,76.992188,1523523782.996366,
1523523783.756716,-0.777221,-0.097971,-1.273394,-0.069656,0.153221,0.011990,-0.697938,0.097814,-0.709446,0.001344,0.046137,-0.110668,-0.113327,25.814064,-9.186523,,,,,,,
1523523783.786684,-0.775380,-0.099173,-1.273935,0.013874,-0.055096,-0.011178,-0.696548,0.099011,-0.710645,0.019927,0.040851,-0.115725,-1.317459,25.444405,-9.260620,,,,,,,
1523523783.816652,-0.779207,-0.096820,-1.274351,0.088805,-0.120494,-0.105894,-0.699424,0.096669,-0.708138,0.033652,0.086314,-0.027396,-0.790100,25.592186,-9.111023,,,,,,,
1523523783.846621,-0.780648,-0.092939,-1.274646,0.054044,-0.012043,-0.102832,-0.700702,0.092806,-0.707391,0.002323,0.091032,-0.022666,-0.415421,25.740196,-9.411377,,,,,,,
1523523783.876589,-0.778980,-0.092820,-1.277233,-0.118974,0.054868,-0.035905,-0.699529,0.092687,-0.708566,0.022878,0.065211,-0.094885,-0.868698,25.142677,-8.959229,,,,,,,
1523523783.906557,-0.778869,-0.095145,-1.280243,-0.087319,-0.028119,-0.033659,-0.699297,0.095002,-0.708488,-0.029051,0.060409,-0.078636,-1.014618,25.593269,-9.036133,,,,,,,
1523523783.936525,-0.780198,-0.095171,-1.281800,0.014041,-0.052762,-0.041015,-0.700236,0.095028,-0.707557,0.009669,0.060246,-0.071785,-0.188019,25.664696,-8.885925,,,,,,,
1523523783.966524,-0.781224,-0.093135,-1.281575,0.075080,-0.026268,-0.052716,-0.701097,0.093000,-0.706974,0.005479,0.068636,-0.031307,-0.491608,25.440834,-9.110229,,,,,,,
1523523783.996492,-0.781416,-0.092002,-1.281576,-0.012483,-0.006015,-0.031486,-0.701306,0.091872,-0.706914,-0.007434,0.073655,-0.038859,-0.266891,25.364906,-9.034790,,,,,,,
1523523784.026461,-0.780657,-0.092651,-1.284517,-0.099670,0.022143,-0.076331,-0.700727,0.092518,-0.707404,0.019010,0.063335,-0.080698,-1.088425,25.893303,-9.337341,,,,,,,
1523523784.056429,-0.781681,-0.092542,-1.287904,-0.048553,-0.032005,-0.099687,-0.701458,0.092410,-0.706693,-0.009067,0.076734,-0.036166,-0.859711,26.042641,-8.962830,,,,,,,
,,,,,,,,,,,,,,,,25.321117,51.458514,19.482958,18.990000,80.156250,1523523783.996355,
1523523784.086397,-0.781371,-0.091433,-1.290874,-0.028029,0.026335,-0.093331,-0.701311,0.091305,-0.706982,0.002245,0.084689,-0.083133,-0.559250,26.041359,-8.887634,,,,,,,
1523523784.116366,-0.781844,-0.091614,-1.292945,-0.073477,-0.032412,-0.031520,-0.701633,0.091486,-0.706639,-0.025952,0.088369,-0.043193,0.046722,26.414009,-8.513855,,,,,,,
1523523784.146334,-0.782137,-0.093126,-1.295012,-0.058570,-0.009278,-0.002758,-0.701742,0.092991,-0.706334,0.009252,0.067653,-0.071223,-0.854172,26.642540,-9.040222,,,,,,,
1523523784.176302,-0.782140,-0.094034,-1.295835,-0.016831,-0.006097,-0.017642,-0.701684,0.093895,-0.706272,0.006540,0.060081,-0.061276,-0.703415,26.716866,-9.040466,,,,,,,
1523523784.206270,-0.783753,-0.093080,-1.296407,0.022575,-0.072861,-0.056972,-0.702885,0.092946,-0.705203,0.015172,0.082439,-0.037611,-0.020676,27.314095,-8.742493,,,,,,,
1523523784.236239,-0.784889,-0.092151,-1.298185,-0.037924,-0.019424,-0.079446,-0.703747,0.092020,-0.704464,0.036739,0.079443,-0.026767,-0.773346,27.092400,-8.816956,,,,,,,
1523523784.266207,-0.785746,-0.091639,-1.300777,-0.040118,-0.034290,-0.080496,-0.704384,0.091511,-0.703894,0.027596,0.082760,0.007193,-1.225250,26.719734,-8.515686,,,,,,,
1523523784.296175,-0.784680,-0.091445,-1.304068,-0.077844,0.104080,-0.098784,-0.703646,0.091317,-0.704657,-0.006514,0.081763,-0.031015,-1.520752,27.171059,-8.517639,,,,,,,
1523523784.326143,-0.782493,-0.092145,-1.306865,-0.040097,0.004844,-0.052841,-0.702057,0.092015,-0.706149,0.007538,0.060039,-0.037671,-2.198700,26.874107,-8.516785,,,,,,,
1523523784.356112,-0.783632,-0.092399,-1.308653,-0.035844,-0.008947,-0.059208,-0.702845,0.092268,-0.705332,0.026118,0.081499,-0.027105,-1.069550,27.019478,-8.066772,,,,,,,
1523523784.386080,-0.782465,-0.092509,-1.310231,-0.013393,0.023782,-0.036849,-0.702014,0.092378,-0.706145,0.044467,0.084487,-0.017793,-2.497635,26.800758,-8.216675,,,,,,,
1523523784.416048,-0.782222,-0.092642,-1.310738,-0.010346,0.012996,-0.015522,-0.701834,0.092510,-0.706306,0.037283,0.088612,-0.001564,-2.050049,26.648598,-8.365845,,,,,,,
1523523784.446016,-0.779516,-0.093523,-1.312366,-0.059882,0.111134,-0.052945,-0.699863,0.093387,-0.708145,0.042529,0.085507,-0.081421,-1.977020,26.498192,-8.440186,,,,,,,
