timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
,,,,,,,,,,,,,,,,25.319080,51.443927,-19.464054,-1.000000,-1.000000,1522137135.102911,
1522137138.898909,-0.150831,-0.015568,-1.747410,-0.020009,0.083636,-0.026028,-0.150241,0.015567,-0.988527,0.067569,-0.010593,-0.041274,1.564606,2.791639,-3.646057,,,,,,,
1522137138.928878,-0.149244,-0.016556,-1.748159,-0.052428,0.008202,-0.016385,-0.148670,0.016555,-0.988748,0.088047,0.010865,-0.188956,1.648010,3.316786,-3.123169,,,,,,,
1522137138.958846,-0.150989,-0.017650,-1.749005,-0.032495,-0.082093,-0.026936,-0.150393,0.017649,-0.988469,0.072237,0.014745,-0.072475,2.033310,4.439894,-3.277405,,,,,,,
1522137138.988814,-0.152517,-0.018126,-1.749466,-0.010045,-0.047254,-0.002448,-0.151901,0.018125,-0.988229,0.096802,0.015597,0.019251,1.976089,6.764235,-4.186768,,,,,,,
1522137139.018783,-0.152366,-0.018644,-1.749383,-0.026795,0.031391,0.001723,-0.151751,0.018643,-0.988243,0.100344,0.024616,-0.008522,2.812134,8.184950,-4.716980,,,,,,,
1522137139.048751,-0.151517,-0.019601,-1.749183,-0.025893,0.003694,0.010280,-0.150909,0.019599,-0.988353,0.120071,0.017953,0.037349,3.646469,10.204390,-6.524719,,,,,,,
1522137139.078719,-0.151522,-0.019890,-1.748651,0.007053,0.000233,0.036950,-0.150913,0.019888,-0.988347,0.110889,0.022302,0.052205,3.418320,10.429518,-7.425659,,,,,,,
,,,,,,,,,,,,,,,,25.319218,51.444379,-19.328495,-1.000000,-1.000000,1522137139.091777,
1522137139.108687,-0.149021,-0.020531,-1.747603,-0.027745,0.089627,0.030439,-0.148439,0.020530,-0.988708,0.115937,0.007867,-0.083954,1.971756,9.983168,-10.274658,,,,,,,
1522137139.138656,-0.148253,-0.020696,-1.747489,0.032649,-0.067463,-0.016241,-0.147679,0.020694,-0.988819,0.099400,0.001629,-0.099865,0.538727,9.539015,-10.873596,,,,,,,
1522137139.168624,-0.151711,-0.018953,-1.748325,0.060167,-0.163949,-0.054490,-0.151103,0.018952,-0.988336,0.087687,0.006362,0.000009,-1.803986,7.674726,-10.717285,,,,,,,
1522137139.198592,-0.153791,-0.016951,-1.749774,0.064086,-0.016205,-0.063154,-0.153163,0.016950,-0.988055,0.067638,0.000949,0.025272,-2.934464,6.855268,-10.264587,,,,,,,
1522137139.228560,-0.152384,-0.016510,-1.750116,-0.041653,0.054782,0.004886,-0.151774,0.016510,-0.988277,0.126078,0.017792,-0.034153,-3.015060,4.533552,-7.330322,,,,,,,
1522137139.258529,-0.149492,-0.018269,-1.749002,-0.036531,0.084066,0.070918,-0.148911,0.018268,-0.988682,0.125794,0.037289,-0.038693,-3.322815,3.036146,-6.124512,,,,,,,
1522137139.288497,-0.147759,-0.018457,-1.747138,0.020938,0.031905,0.062496,-0.147197,0.018456,-0.988935,0.112239,-0.008309,-0.003222,-3.251831,1.912031,-4.919983,,,,,,,
1522137139.318465,-0.145239,-0.019943,-1.745790,-0.104749,0.065349,0.034668,-0.144700,0.019941,-0.989275,0.123078,-0.036558,-0.152815,-1.234207,0.628859,-4.013794,,,,,,,
1522137139.348433,-0.145827,-0.022073,-1.746441,-0.002697,-0.131938,-0.051371,-0.145276,0.022071,-0.989145,0.083706,-0.031821,0.004602,-1.467758,-0.045382,-4.311218,,,,,,,
1522137139.378402,-0.149296,-0.020887,-1.747391,0.066916,-0.061093,-0.029001,-0.148709,0.020886,-0.988660,0.070691,0.009220,0.195798,-3.568558,-0.260714,-4.086426,,,,,,,
1522137139.408370,-0.146218,-0.020280,-1.747520,-0.055712,0.274616,0.025973,-0.145667,0.020279,-0.989126,0.094169,-0.008956,0.016775,-3.114670,-0.187227,-3.561462,,,,,,,
1522137139.438338,-0.140870,-0.022120,-1.747089,0.113535,-0.079618,0.022188,-0.140370,0.022118,-0.989852,0.093404,-0.029976,0.021529,-5.118881,0.499113,-1.240234,,,,,,,
1522137139.468306,-0.144332,-0.018616,-1.744769,0.052041,0.054193,0.055039,-0.143806,0.018615,-0.989431,0.136925,0.035218,0.005254,-4.284912,0.496855,0.260193,,,,,,,
1522137139.498269,-0.139788,-0.023417,-1.745975,-0.327936,0.149658,-0.089186,-0.139295,0.023414,-0.989974,0.133588,0.059288,-0.162934,-2.464874,1.465391,1.982239,,,,,,,
1522137139.528237,-0.136800,-0.034036,-1.750827,-0.250293,0.028648,-0.135884,-0.136294,0.034029,-0.990084,0.114978,0.040678,0.062426,-1.862808,1.537916,2.207214,,,,,,,
