timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1522313991.143008,-0.186906,-0.013296,0.885832,0.135811,0.016814,0.001069,-0.185804,0.013296,-0.982497,0.108792,-0.017171,-0.023134,-16.476486,-21.646538,-15.582458,,,,,,,1
1522313991.172946,-0.188490,-0.012471,0.886661,-0.029452,-0.144437,0.022416,-0.187362,0.012471,-0.982212,0.103789,-0.013753,-0.006756,-16.550568,-21.646065,-15.432495,,,,,,,1
,,,,,,,,,,,,,,,,25.306268,51.442058,13.228824,9.520000,256.289062,1522313990.999163,1
1522313991.202914,-0.188064,-0.010192,0.888257,0.176960,0.169595,0.021185,-0.186948,0.010192,-0.982317,0.101987,-0.030806,0.011873,-16.630646,-22.020927,-15.656067,,,,,,,1
1522313991.232882,-0.178068,-0.004824,0.889474,0.145635,0.287856,-0.011990,-0.177126,0.004824,-0.984176,0.094317,-0.050280,-0.173355,-16.403702,-22.096504,-15.205627,,,,,,,1
1522313991.262850,-0.177077,-0.004941,0.888841,-0.135074,-0.168370,-0.012799,-0.176151,0.004941,-0.984351,0.094257,-0.051068,-0.138345,-16.698318,-21.420403,-15.433472,,,,,,,1
1522313991.292819,-0.187084,-0.010919,0.887710,-0.213101,-0.392568,0.014002,-0.185984,0.010919,-0.982492,0.104151,-0.043939,-0.014578,-15.724869,-21.574791,-15.432373,,,,,,,1
1522313991.322789,-0.195642,-0.014558,0.888356,-0.010675,-0.198937,0.059777,-0.194376,0.014557,-0.980819,0.089594,-0.056931,0.025985,-16.326462,-21.871849,-15.206482,,,,,,,1
1522313991.352757,-0.197278,-0.010236,0.891054,0.213427,0.006700,0.053341,-0.195991,0.010236,-0.980552,0.081810,-0.060468,-0.049584,-16.474228,-21.646172,-15.207458,,,,,,,1
1522313991.382725,-0.199240,-0.005630,0.893172,0.120093,-0.135195,0.016120,-0.197921,0.005630,-0.980202,0.037826,-0.065185,-0.040184,-16.924484,-21.943703,-14.756470,,,,,,,1
1522313991.412694,-0.203532,-0.003894,0.893607,-0.002511,-0.116714,-0.001032,-0.202129,0.003894,-0.979351,0.033031,-0.039996,0.000637,-16.470779,-21.570747,-14.757751,,,,,,,1
1522313991.442662,-0.205523,-0.004328,0.892992,-0.015277,-0.130342,-0.022342,-0.204077,0.004328,-0.978945,-0.004037,-0.033045,-0.020597,-15.944427,-21.572899,-14.532471,,,,,,,1
1522313991.472630,-0.208475,-0.003563,0.891842,0.021262,-0.104783,-0.044710,-0.206967,0.003563,-0.978342,-0.015827,0.002510,-0.006079,-16.246368,-21.721611,-14.607056,,,,,,,1
1522313991.502598,-0.211332,-0.000396,0.890749,0.130184,-0.107129,-0.051023,-0.209763,0.000396,-0.977752,-0.073410,0.011201,0.024429,-16.849503,-21.944038,-14.756409,,,,,,,1
1522313991.532567,-0.214934,0.005886,0.891684,0.255964,-0.081295,0.009774,-0.213280,-0.005886,-0.976973,-0.105614,0.013042,0.034408,-16.470764,-21.795372,-14.381836,,,,,,,1
1522313991.562535,-0.216381,0.011867,0.894215,0.152499,-0.000641,0.060764,-0.214682,-0.011867,-0.976612,-0.132761,0.002025,0.025623,-17.667404,-21.639687,-14.083069,,,,,,,1
1522313991.592503,-0.216309,0.012100,0.896741,-0.033599,-0.039700,0.089437,-0.214611,-0.012100,-0.976625,-0.136067,0.025329,0.031404,-16.621338,-21.944542,-14.231323,,,,,,,1
1522313991.622471,-0.218616,0.010129,0.898994,-0.027034,-0.010991,0.084087,-0.216868,-0.010129,-0.976148,-0.116384,0.040891,0.015928,-16.693634,-21.719154,-14.157288,,,,,,,1
1522313991.652440,-0.216376,0.011313,0.900825,0.092693,0.193144,0.026427,-0.214678,-0.011313,-0.976619,-0.093061,0.004889,-0.106037,-17.520401,-21.940346,-14.081787,,,,,,,1
1522313991.682408,-0.206252,0.014695,0.901473,0.133905,0.494248,-0.042046,-0.204771,-0.014695,-0.978700,-0.083636,-0.046966,-0.308517,-17.070114,-22.092064,-13.780945,,,,,,,1
1522313991.712376,-0.190257,0.018192,0.899571,0.042394,0.467404,-0.123059,-0.189080,-0.018191,-0.981793,-0.074058,-0.091764,-0.495319,-16.468063,-21.794930,-13.931885,,,,,,,1
1522313991.742345,-0.185818,0.013390,0.893104,-0.426304,-0.106733,-0.212337,-0.184734,-0.013390,-0.982697,-0.029759,-0.075233,-0.383804,-17.149612,-22.092461,-14.531006,,,,,,,1
1522313991.772313,-0.199139,-0.006825,0.885166,-0.808475,-0.612753,-0.045888,-0.197821,0.006825,-0.980214,0.039389,-0.000965,-0.078578,-16.631683,-22.395470,-15.204529,,,,,,,1
1522313991.802281,-0.215624,-0.021241,0.884111,-0.148965,-0.471160,0.136667,-0.213909,0.021240,-0.976623,0.006984,0.047623,0.047622,-16.626297,-21.945351,-15.056335,,,,,,,1
1522313991.832249,-0.225309,-0.015329,0.891299,0.440886,-0.252260,0.230649,-0.223382,0.015328,-0.974611,-0.034309,0.002998,0.059037,-17.145111,-21.867119,-14.156921,,,,,,,1
1522313991.862218,-0.228125,-0.001423,0.900611,0.549182,-0.005458,0.151637,-0.226151,0.001423,-0.974091,-0.115783,-0.021564,0.020508,-17.896286,-21.938805,-14.231995,,,,,,,1
1522313991.892186,-0.228877,0.009736,0.905167,0.202614,-0.091688,-0.005170,-0.226873,-0.009736,-0.973876,-0.111887,-0.024581,0.034758,-17.438492,-21.789818,-13.182373,,,,,,,1
1522313991.922154,-0.235811,0.007394,0.903540,-0.230561,-0.307103,-0.044702,-0.233625,-0.007393,-0.972299,-0.086230,0.007134,0.205514,-18.339813,-21.785988,-13.407837,,,,,,,1
1522313991.952122,-0.247507,-0.000375,0.900683,-0.262135,-0.401857,-0.008397,-0.244987,0.000375,-0.969526,-0.086037,0.023291,0.341520,-18.262589,-21.336708,-13.784607,,,,,,,1
1522313991.982091,-0.257265,-0.006295,0.900355,-0.144333,-0.234772,0.066103,-0.254431,0.006295,-0.967070,-0.075159,0.025550,0.452178,-17.584763,-21.189537,-13.559875,,,,,,,1
1522313992.012059,-0.259066,-0.009364,0.902371,-0.027959,0.049427,0.107459,-0.256167,0.009364,-0.966587,-0.073850,0.000478,0.482212,-18.489822,-21.336067,-14.159729,,,,,,,1
1522313992.042027,-0.253699,-0.010116,0.905296,-0.029165,0.241829,0.096615,-0.250973,0.010116,-0.967941,-0.081577,0.018479,0.466171,-18.635788,-20.885490,-14.236572,,,,,,,1
,,,,,,,,,,,,,,,,25.306266,51.441930,13.065898,7.920000,259.101562,1522313991.999209,1
1522313992.071995,-0.246581,-0.014243,0.907405,-0.148690,0.236921,0.081613,-0.244065,0.014242,-0.969654,-0.046936,0.038507,0.449055,-17.887451,-21.188622,-14.009949,,,,,,,1
1522313992.101964,-0.241029,-0.016412,0.909343,0.074104,0.166199,0.087175,-0.238670,0.016411,-0.970962,-0.002251,0.025764,0.330291,-18.869003,-21.709435,-14.233398,,,,,,,1
1522313992.131932,-0.226901,-0.004734,0.913396,0.702617,0.886013,-0.044148,-0.224956,0.004734,-0.974357,-0.121067,0.066311,-0.081612,-18.497314,-21.861412,-14.532593,,,,,,,1
1522313992.161900,-0.191171,0.026505,0.913468,1.126292,1.179433,-0.366978,-0.189942,-0.026502,-0.981438,-0.284469,-0.013888,-0.389992,-18.270203,-22.236458,-13.556030,,,,,,,1
1522313992.191868,-0.165984,0.049649,0.904699,0.245080,0.333985,-0.411541,-0.165019,-0.049628,-0.985041,-0.235829,-0.026300,-0.288992,-17.515884,-21.939613,-13.331787,,,,,,,1
