timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1522139784.862621,-0.067040,-0.045141,-0.538559,0.024044,-0.005886,-0.036372,-0.066922,0.045126,-0.996737,0.007016,-0.049047,0.005694,74.520706,-4.081161,-6.522705,,,,,,,
,,,,,,,,,,,,,,,,25.311192,51.444723,11.649899,-1.000000,-1.000000,1522139784.090754,
1522139784.892589,-0.067429,-0.044207,-0.539560,0.017706,0.018541,-0.030019,-0.067312,0.044193,-0.996753,0.021658,-0.017658,-0.050855,76.456665,-4.316833,-8.470825,,,,,,,
1522139784.922557,-0.068084,-0.043321,-0.540558,0.020695,-0.028216,-0.029973,-0.067967,0.043308,-0.996747,-0.048686,-0.053928,-0.065387,75.323013,-4.687546,-9.294922,,,,,,,
1522139784.952526,-0.068067,-0.042466,-0.541496,0.015603,0.024916,-0.030023,-0.067953,0.042453,-0.996785,-0.033167,-0.049289,-0.056743,75.837784,-4.766434,-10.869385,,,,,,,
1522139784.982463,-0.068514,-0.041658,-0.542336,0.010076,-0.010187,-0.023595,-0.068401,0.041646,-0.996788,-0.019505,-0.054448,0.042763,77.029907,-4.698227,-12.294006,,,,,,,
1522139785.012432,-0.068491,-0.041077,-0.542924,0.017715,0.030133,-0.019360,-0.068380,0.041066,-0.996814,-0.033992,-0.061863,-0.083447,76.270935,-4.920929,-13.418518,,,,,,,
1522139785.042400,-0.068936,-0.040129,-0.543263,0.024802,-0.043246,-0.010770,-0.068825,0.040118,-0.996822,-0.040931,-0.071154,0.069774,76.556061,-5.149323,-15.517456,,,,,,,
1522139785.072368,-0.068695,-0.039056,-0.543465,0.025148,0.041691,-0.002323,-0.068588,0.039047,-0.996881,-0.019119,-0.088744,-0.100669,76.996735,-5.227722,-16.941956,,,,,,,
1522139785.102336,-0.068956,-0.038213,-0.543492,0.014194,-0.017823,0.000934,-0.068851,0.038203,-0.996895,-0.008008,-0.092784,0.020943,74.061768,-4.916687,-19.119629,,,,,,,
,,,,,,,,,,,,,,,,25.311201,51.444693,11.686428,-1.000000,-1.000000,1522139785.081554,
1522139785.132305,-0.068854,-0.037663,-0.543336,0.009081,0.041667,0.007253,-0.068751,0.037654,-0.996923,-0.055059,-0.087291,-0.072932,72.927658,-5.062866,-20.394592,,,,,,,
1522139785.162273,-0.069139,-0.037022,-0.543114,0.015206,-0.019992,0.008388,-0.069036,0.037014,-0.996927,-0.028071,-0.055904,0.038324,69.698853,-4.449997,-22.048706,,,,,,,
1522139785.192241,-0.069128,-0.036126,-0.542918,0.006793,0.006596,0.007293,-0.069028,0.036118,-0.996961,-0.064944,-0.086030,-0.008731,66.773087,-4.436981,-22.200256,,,,,,,
1522139785.222209,-0.069428,-0.035578,-0.542738,0.014067,-0.039073,0.004135,-0.069328,0.035570,-0.996960,-0.037209,-0.109972,0.022213,61.606400,-3.963135,-21.604675,,,,,,,
1522139785.252178,-0.069346,-0.034952,-0.542541,0.002543,0.007711,0.003019,-0.069248,0.034945,-0.996987,-0.019818,-0.088092,0.038125,59.139877,-3.426514,-21.083069,,,,,,,
1522139785.282146,-0.069584,-0.034680,-0.542434,0.001393,-0.014564,-0.001226,-0.069486,0.034673,-0.996980,-0.009997,-0.079138,0.042619,53.828659,-3.849609,-18.084045,,,,,,,
1522139785.312114,-0.069547,-0.034266,-0.542326,0.002410,-0.026260,-0.001211,-0.069450,0.034260,-0.996997,-0.022149,-0.099018,0.055469,51.064880,-3.760452,-16.360779,,,,,,,
1522139785.342083,-0.069789,-0.034005,-0.542249,-0.006108,-0.016709,0.003038,-0.069692,0.033998,-0.996989,-0.028803,-0.086199,0.030406,49.803757,-3.677597,-14.186707,,,,,,,
1522139785.372051,-0.069551,-0.033707,-0.542094,-0.000570,0.025786,0.001936,-0.069455,0.033700,-0.997016,-0.032656,-0.081262,-0.062951,46.304153,-4.106903,-9.236755,,,,,,,
1522139785.402019,-0.070039,-0.033336,-0.542027,-0.001867,-0.025218,0.001987,-0.069942,0.033329,-0.996994,-0.013432,-0.076954,0.132340,46.465118,-4.180679,-7.286377,,,,,,,
1522139785.431987,-0.069830,-0.033065,-0.541913,-0.009124,0.028990,0.005111,-0.069735,0.033059,-0.997018,-0.037672,-0.075310,-0.040550,46.938995,-4.178833,-3.311157,,,,,,,
1522139785.461956,-0.070013,-0.032858,-0.541778,0.003286,-0.061356,0.004146,-0.069918,0.032852,-0.997012,-0.017667,-0.052414,0.075472,49.268112,-4.263489,-2.484619,,,,,,,
1522139785.491924,-0.069696,-0.032669,-0.541665,-0.009198,0.009859,0.004073,-0.069602,0.032664,-0.997040,-0.013741,-0.079676,-0.062775,52.050217,-4.274811,-1.283203,,,,,,,
1522139785.521862,-0.069789,-0.032621,-0.541513,0.004566,-0.015677,0.004108,-0.069696,0.032615,-0.997035,-0.014624,-0.045310,-0.008351,54.527054,-4.135880,-1.207520,,,,,,,
1522139785.551830,-0.069648,-0.032300,-0.541365,-0.003780,0.034253,0.009377,-0.069556,0.032295,-0.997055,-0.014795,-0.093727,-0.008652,56.173508,-3.994110,-2.032227,,,,,,,
1522139785.581798,-0.069756,-0.032214,-0.541098,-0.005191,-0.041201,0.010520,-0.069663,0.032208,-0.997050,-0.015756,-0.035275,-0.007756,56.392670,-4.220703,-2.631287,,,,,,,
1522139785.611766,-0.069515,-0.032046,-0.540877,-0.003785,0.032120,0.009384,-0.069423,0.032040,-0.997073,-0.004338,-0.106503,-0.059675,55.341965,-4.290970,-2.631531,,,,,,,
