timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1523521876.502605,-0.565655,-0.057389,1.275362,-0.038605,0.070432,0.044788,-0.535083,0.057357,-0.842842,0.039936,-0.004318,-0.031624,-3.920364,-46.524933,-4.482788,,,,,,,
,,,,,,,,,,,,,,,,25.318733,51.459446,13.078518,3.350000,127.265625,1523521873.999681,
,,,,,,,,,,,,,,,,25.318733,51.459446,13.078518,3.350000,127.265625,1523521876.478580,
1523521876.532574,-0.563085,-0.062390,1.276779,-0.181102,0.033143,0.108655,-0.532755,0.062350,-0.843962,0.088541,-0.034655,-0.043062,-3.544785,-46.376770,-4.633240,,,,,,,
1523521876.562542,-0.564368,-0.068722,1.277978,-0.169801,-0.069941,0.105574,-0.533616,0.068668,-0.842927,0.105241,-0.038272,-0.003249,-4.597748,-46.447418,-5.008484,,,,,,,
1523521876.592510,-0.563621,-0.073424,1.278692,-0.139889,0.080382,0.025523,-0.532808,0.073358,-0.843043,0.039552,-0.028329,-0.016362,-4.596405,-46.222565,-5.159302,,,,,,,
1523521876.622478,-0.559868,-0.077304,1.277683,-0.157811,0.127179,0.024406,-0.529485,0.077227,-0.844789,0.071080,-0.059664,-0.066069,-3.769333,-45.926437,-5.310120,,,,,,,
1523521876.652447,-0.555949,-0.082101,1.277407,-0.191002,0.118685,0.035046,-0.525969,0.082009,-0.846533,0.105620,-0.060738,-0.085184,-5.048630,-46.220917,-5.534546,,,,,,,
1523521876.682415,-0.553051,-0.084557,1.276651,-0.011476,0.082532,-0.025517,-0.523406,0.084456,-0.847880,0.104064,-0.038024,-0.087621,-4.152573,-46.300461,-6.058838,,,,,,,
1523521876.712383,-0.551553,-0.080651,1.278409,0.181559,0.004667,-0.051934,-0.522304,0.080563,-0.848938,0.096217,-0.027158,-0.110138,-5.570908,-45.993484,-5.460693,,,,,,,
1523521876.742351,-0.550301,-0.074588,1.282523,0.209102,0.010670,-0.007175,-0.521486,0.074519,-0.849992,0.110750,-0.031993,-0.131835,-4.524399,-46.522888,-5.158081,,,,,,,
1523521876.772320,-0.550384,-0.071362,1.286185,0.083728,-0.035034,0.039656,-0.521681,0.071302,-0.850149,0.109571,-0.038419,-0.090342,-4.150452,-46.674484,-5.082275,,,,,,,
