timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1522315030.671074,-0.239660,-0.075422,1.972887,0.159291,-0.112575,-0.077456,-0.236698,0.075351,-0.968657,0.285175,-0.109149,-0.036821,19.477951,-23.725483,-0.316528,,,,,,,1
1522315030.701042,-0.236381,-0.071973,1.970973,-0.062703,0.149319,-0.070418,-0.233579,0.071911,-0.969675,0.245939,-0.115718,-0.161429,19.631973,-23.500889,-0.017395,,,,,,,1
,,,,,,,,,,,,,,,,25.306127,51.444785,11.750431,6.830000,275.976562,1522315029.999562,1
1522315030.731010,-0.235666,-0.079702,1.968708,-0.340855,-0.094023,0.029775,-0.232749,0.079618,-0.969272,0.255821,-0.088148,-0.046399,19.253830,-23.499714,-0.542542,,,,,,,1
1522315030.760979,-0.239795,-0.084999,1.970356,0.035131,-0.170101,0.137752,-0.236646,0.084897,-0.967880,0.231641,-0.107297,-0.002473,19.929718,-23.277973,-0.768127,,,,,,,1
1522315030.790947,-0.243053,-0.078207,1.976448,0.344856,-0.150670,0.135833,-0.239932,0.078127,-0.967641,0.213931,-0.130968,-0.058345,19.552795,-23.650990,-0.466858,,,,,,,1
1522315030.820915,-0.244986,-0.069364,1.982098,0.273852,-0.092740,0.083507,-0.241959,0.069308,-0.967808,0.195984,-0.130618,-0.062160,18.955963,-23.872395,0.433777,,,,,,,1
1522315030.850883,-0.246906,-0.063542,1.984644,0.119418,-0.093966,0.009873,-0.243912,0.063499,-0.967716,0.212540,-0.141182,-0.055508,18.878281,-24.097111,0.359619,,,,,,,1
1522315030.880852,-0.247944,-0.063222,1.984605,-0.124750,-0.053835,-0.019122,-0.244921,0.063180,-0.967482,0.193423,-0.137124,-0.031556,19.099823,-24.398182,0.285950,,,,,,,1
1522315030.910820,-0.245997,-0.068197,1.983461,-0.230388,0.008806,0.024431,-0.242958,0.068144,-0.967640,0.221153,-0.111876,-0.012325,18.875275,-24.172474,-0.015076,,,,,,,1
1522315030.940788,-0.243709,-0.071341,1.982848,-0.074666,-0.022419,0.027774,-0.240690,0.071281,-0.967981,0.211210,-0.097892,-0.017752,19.399490,-24.025211,-0.390381,,,,,,,1
1522315030.970757,-0.241783,-0.069957,1.983104,0.047387,0.022094,0.001181,-0.238849,0.069900,-0.968538,0.231113,-0.106064,-0.023635,18.646835,-24.246906,-0.464905,,,,,,,1
1522315031.000725,-0.238000,-0.065772,1.983875,0.139384,0.065428,0.003330,-0.235250,0.065725,-0.969710,0.244817,-0.085165,-0.074907,19.100571,-23.873936,-0.466187,,,,,,,1
1522315031.030693,-0.235359,-0.061171,1.985101,0.103945,0.017701,0.002290,-0.232756,0.061132,-0.970612,0.228926,-0.065802,-0.143036,19.929443,-23.802158,0.058960,,,,,,,1
1522315031.060661,-0.235570,-0.059787,1.985507,-0.024534,-0.059550,0.003332,-0.232981,0.059751,-0.970644,0.198419,-0.069074,-0.101820,19.173325,-24.099262,-0.465210,,,,,,,1
,,,,,,,,,,,,,,,,25.306143,51.444717,11.477799,6.860000,279.492188,1522315030.999552,1
1522315031.090630,-0.235948,-0.061166,1.985902,-0.058883,-0.056536,0.040595,-0.233328,0.061128,-0.970475,0.156835,-0.088975,-0.040084,19.476761,-24.025181,-0.015381,,,,,,,1
1522315031.120598,-0.237802,-0.061090,1.988551,0.083521,-0.126448,0.108972,-0.235128,0.061052,-0.970045,0.131047,-0.098192,-0.018694,19.697540,-24.176624,-0.464661,,,,,,,1
1522315031.150566,-0.241157,-0.056161,1.993717,0.270065,-0.163208,0.133650,-0.238450,0.056132,-0.969531,0.106782,-0.111384,-0.069058,18.576035,-24.096134,-0.015564,,,,,,,1
1522315031.180534,-0.245052,-0.046934,1.999285,0.342956,-0.161977,0.081504,-0.242340,0.046917,-0.969056,0.076996,-0.141247,-0.078002,18.052429,-24.093555,0.209229,,,,,,,1
1522315031.210503,-0.247961,-0.039502,2.002284,0.167325,-0.116440,0.016321,-0.245236,0.039492,-0.968659,0.062375,-0.117662,-0.052872,18.807190,-23.796650,0.508423,,,,,,,1
1522315031.240471,-0.250097,-0.036975,2.002376,0.010787,-0.072197,-0.024332,-0.247329,0.036966,-0.968226,0.044982,-0.114374,-0.029882,18.202560,-24.169071,0.359558,,,,,,,1
1522315031.270432,-0.252376,-0.037460,2.002145,-0.063203,-0.091469,0.021456,-0.249530,0.037452,-0.967642,0.039889,-0.089240,-0.009790,18.354507,-24.019688,0.434082,,,,,,,1
1522315031.300400,-0.253872,-0.038380,2.003503,-0.017337,-0.038821,0.074710,-0.250969,0.038371,-0.967234,0.028389,-0.083674,-0.028982,18.507935,-23.720295,0.507935,,,,,,,1
1522315031.330369,-0.254085,-0.037887,2.006307,0.045511,-0.033904,0.107789,-0.251179,0.037878,-0.967199,0.010350,-0.069768,-0.032007,18.201050,-24.094440,-0.015747,,,,,,,1
1522315031.360337,-0.255458,-0.037007,2.010346,0.030388,-0.027754,0.146127,-0.252515,0.036998,-0.966885,-0.007021,-0.058834,-0.005435,17.751968,-24.092274,0.134033,,,,,,,1
